Date,Open,High,Low,Adj Close,Volume,Close
19-01-2011,56,56.599998,55.299999,47.665848,327536,56.299999
20-01-2011,57,57.900002,56.549999,48.724144,241605,57.549999
21-01-2011,57.25,59.75,57,49.994106,544030,59.049999
22-01-2011,59.5,59.950001,57.700001,49.61311,615267,58.599998
23-01-2011,59.799999,60.900002,57.299999,48.935806,295494,57.799999
24-01-2011,57.799999,59.950001,57.450001,48.681812,458194,57.5
25-01-2011,58.900002,59,56.799999,48.343159,205959,57.099998
26-01-2011,57,57.900002,54.650002,48.300823,1157323,57.049999
27-01-2011,57.5,57.900002,54.5,46.480545,533884,54.900002
28-01-2011,55.450001,56.5,53.599998,45.549232,451435,53.799999
29-01-2011,53.75,60.400002,53.150002,48.893471,4408684,57.75
30-01-2011,58.650002,59.900002,56.549999,48.131489,866665,56.849998
31-01-2011,56.5,57.25,53.799999,46.776875,620669,55.25
01-02-2011,54.900002,56.099998,54.299999,46.43821,218522,54.849998
02-02-2011,56.5,56.950001,54.849998,46.607533,519486,55.049999
03-02-2011,56,56.049999,54.25,46.565216,1084439,55
04-02-2011,55.200001,56,54.799999,46.819202,2010393,55.299999
05-02-2011,55.700001,56.900002,55.099998,47.665848,198217,56.299999
06-02-2011,56.299999,59.25,56.299999,49.909439,675756,58.950001
07-02-2011,58.950001,61,57.099998,50.967735,829137,60.200001
08-02-2011,60,60.349998,58.299999,49.740116,386850,58.75
09-02-2011,59,59.5,58.150002,50.121094,199743,59.200001
10-02-2011,59,59.5,58.400002,49.528446,171809,58.5
11-02-2011,57.099998,59.650002,57.099998,49.655449,245792,58.650002
12-02-2011,59.400002,59.400002,58,49.486122,192612,58.450001
13-02-2011,58,59,58,49.570782,191881,58.549999
14-02-2011,59,59,57.049999,49.020462,564675,57.900002
15-02-2011,58.099998,58.599998,57.5,49.147461,238693,58.049999
16-02-2011,57.900002,59,57.5,48.851139,372691,57.700001
17-02-2011,57.549999,58.450001,56.25,48.21616,187921,56.950001
18-02-2011,57.299999,57.349998,55.400002,47.073193,565011,55.599998
19-02-2011,57.349998,58.5,55.049999,47.792843,1479936,56.450001
20-02-2011,56.799999,58.200001,56.299999,48.724144,540780,57.549999
21-02-2011,56.5,57.400002,56.099998,48.258488,615104,57
22-02-2011,57.25,57.75,56.75,48.131489,173512,56.849998
23-02-2011,57.700001,60,57.150002,50.375084,524875,59.5
24-02-2011,59.5,61.700001,58.5,49.909439,565890,58.950001
25-02-2011,58.950001,59.900002,57.099998,48.639477,182279,57.450001
26-02-2011,57.799999,58.799999,57.299999,48.681812,140192,57.5
27-02-2011,57.400002,58.049999,57.349998,48.724144,110806,57.549999
28-02-2011,57.75,60.200001,57.25,50.629074,1287739,59.799999
01-03-2011,59.349998,59.700001,57.700001,49.316788,390983,58.25
02-03-2011,58.150002,60.299999,58.150002,50.205761,491591,59.299999
03-03-2011,57.5,59,57.5,49.147461,422330,58.049999
04-03-2011,58.900002,58.900002,57.299999,48.766472,171429,57.599998
05-03-2011,56.5,57,55.25,47.41185,561676,56
06-03-2011,56,57,54.599998,46.692215,406149,55.150002
07-03-2011,55.900002,57.900002,55.900002,47.708172,311511,56.349998
08-03-2011,56,56.299999,54.25,46.480545,444145,54.900002
09-03-2011,55,55.700001,53.650002,45.760899,209916,54.049999
10-03-2011,54.900002,55.400002,54.5,46.26889,137101,54.650002
11-03-2011,46.650002,54.950001,46.650002,46.057228,106614,54.400002
12-03-2011,55.200001,55.799999,54.5,46.522881,100268,54.950001
13-03-2011,55.599998,56.5,54.849998,47.454185,145239,56.049999
14-03-2011,57,57.5,54.849998,46.649876,134216,55.099998
15-03-2011,53,54.849998,52.900002,45.972565,162478,54.299999
16-03-2011,55.099998,55.799999,54.299999,46.861534,102034,55.349998
17-03-2011,56,56,54.900002,46.692215,56402,55.150002
18-03-2011,54.950001,56,52.099998,46.607533,365139,55.049999
19-03-2011,53,54.900002,52.400002,44.74493,249483,52.849998
20-03-2011,54.700001,55.400002,54,45.972565,107485,54.299999
21-03-2011,54.299999,54.5,53.5,45.84557,114106,54.150002
22-03-2011,55,55,53,45.125927,137483,53.299999
23-03-2011,53.299999,54.5,53.299999,45.549232,140657,53.799999
24-03-2011,54.5,57.25,53.25,46.988522,407481,55.5
25-03-2011,56.75,57.349998,55.900002,48.300823,277394,57.049999
26-03-2011,58.099998,58.099998,56.299999,48.173828,93123,56.900002
27-03-2011,55.299999,58.450001,55.299999,48.512478,210670,57.299999
28-03-2011,57.5,58.950001,57.5,48.935806,219621,57.799999
29-03-2011,58.299999,59.900002,57.299999,49.994106,419102,59.049999
30-03-2011,59.799999,60.599998,59.200001,50.67141,333182,59.849998
31-03-2011,59.900002,60.299999,59,50.078766,329429,59.150002
01-04-2011,59.049999,62.799999,59.049999,51.475719,797754,60.799999
02-04-2011,60.799999,62.5,60.099998,52.364685,779415,61.849998
03-04-2011,62.900002,63.950001,59.5,50.58675,494102,59.75
04-04-2011,58.25,61,58.25,50.458675,479083,59.099998
05-04-2011,59,60.400002,58.25,50.031796,188134,58.599998
06-04-2011,59.5,59.5,58.299999,49.946407,114476,58.5
07-04-2011,59,60.900002,58.5,50.287926,283608,58.900002
08-04-2011,61,61,57.650002,49.519524,266854,58
09-04-2011,58.700001,58.700001,56.700001,49.775658,206891,58.299999
10-04-2011,58.099998,60.25,57.799999,51.269779,198891,60.049999
11-04-2011,59.599998,63.400002,59.5,53.020046,771993,62.099998
12-04-2011,62.049999,62.5,60.099998,51.483227,188678,60.299999
13-04-2011,55.650002,64.400002,55.650002,53.062725,967297,62.150002
14-04-2011,63.5,65.699997,62.599998,54.386093,970093,63.700001
15-04-2011,65.800003,65.800003,60.450001,54.983742,798713,64.400002
16-04-2011,66,69.699997,63,54.514156,2219308,63.849998
17-04-2011,64.199997,68.349998,64.199997,57.929302,1756575,67.849998
18-04-2011,62.650002,68.5,62.650002,56.136349,654686,65.75
19-04-2011,59.400002,66.949997,59.400002,55.325253,395177,64.800003
20-04-2011,65.050003,66.849998,61.5,54.642216,877729,64
21-04-2011,64.949997,64.949997,61.799999,52.977348,419828,62.049999
22-04-2011,63.950001,64,61,52.379696,285450,61.349998
23-04-2011,63,63,59.450001,51.14172,426201,59.900002
24-04-2011,55.25,60.75,55.25,51.227085,394973,60
25-04-2011,61.150002,63,59.299999,50.885578,383557,59.599998
26-04-2011,60.900002,61,58.5,50.928265,203902,59.650002
27-04-2011,58.650002,60.950001,58.099998,50.415993,304866,59.049999
28-04-2011,57,59.950001,57,50.415993,288694,59.049999
29-04-2011,59.099998,59.450001,57.75,49.519524,568189,58
30-04-2011,56.900002,57.900002,53,48.324223,513201,56.599998
01-05-2011,58.099998,60,57,49.092621,711851,57.5
02-05-2011,57.099998,57.5,54.5,46.872791,407563,54.900002
03-05-2011,47.150002,57.799999,47.150002,49.092621,153562,57.5
04-05-2011,57,59.450001,57,50.031796,141677,58.599998
05-05-2011,59.150002,59.700001,57.200001,49.56221,223591,58.049999
06-05-2011,58.950001,59.200001,57.5,49.946407,238594,58.5
07-05-2011,59.950001,59.950001,57,49.263378,210729,57.700001
08-05-2011,57.75,59.5,55,47.470436,552333,55.599998
09-05-2011,56.849998,59,54.5,46.830097,1210946,54.849998
10-05-2011,55,59.549999,55,50.458675,1344758,59.099998
11-05-2011,61,65,58.75,50.458675,2114808,59.099998
12-05-2011,59,62.700001,57.700001,51.099022,808413,59.849998
13-05-2011,60,64.800003,59,54.258026,2233242,63.549999
14-05-2011,64.800003,73.900002,64.5,56.179043,6871463,65.800003
15-05-2011,66.550003,67.800003,62.5,55.239868,1616344,64.699997
16-05-2011,63.900002,65.5,62,54.471474,1013965,63.799999
17-05-2011,59.900002,65.900002,59.900002,55.410645,1030972,64.900002
18-05-2011,65.5,73.650002,64.199997,59.850315,5847255,70.099998
19-05-2011,72,83.449997,72,69.07119,7477077,80.900002
20-05-2011,82,83,76.099998,65.61335,4231169,76.849998
21-05-2011,76,83,75.099998,67.662437,4578058,79.25
22-05-2011,81.949997,85.400002,80.5,69.327339,4526194,81.199997
23-05-2011,81,82.849998,76,65.784111,1519049,77.050003
24-05-2011,77.849998,79.5,71.099998,62.582424,2138925,73.300003
25-05-2011,72.5,75,69.25,60.191822,1662661,70.5
26-05-2011,72.449997,73.949997,71,62.539745,1321946,73.25
27-05-2011,74.449997,78.849998,72.75,62.795891,1682807,73.550003
28-05-2011,73.5,75.400002,71,63.436226,914433,74.300003
29-05-2011,75.449997,75.75,72.75,62.454376,734454,73.150002
30-05-2011,75,76,70.5,61.130993,1732416,71.599998
31-05-2011,72.75,73.75,71.75,62.497044,771247,73.199997
01-06-2011,74.5,77.550003,73.199997,63.222759,1882202,74.050003
02-06-2011,74.900002,78.849998,74.199997,66.637909,4842338,78.050003
03-06-2011,78.900002,84.400002,77.5,70.35186,6144700,82.400002
04-06-2011,84.800003,86.599998,79.800003,69.284645,6715467,81.150002
05-06-2011,83,84,79.099998,69.15657,2230052,81
06-06-2011,81,87.25,79,72.230194,5714760,84.599998
07-06-2011,85.900002,88.150002,82.599998,72.315559,3452756,84.699997
08-06-2011,83.699997,99.199997,82.5,82.304848,22075712,96.400002
09-06-2011,98,102.199997,93.5,83.756287,17709252,98.099998
10-06-2011,100,100,94,80.981483,5595117,94.849998
11-06-2011,94,99.800003,86.099998,75.773407,7057401,88.75
12-06-2011,89.5,92.400002,86,78.121292,4650339,91.5
13-06-2011,92.199997,95.300003,88,78.078613,4062011,91.449997
14-06-2011,92.300003,92.449997,88,75.773407,1843059,88.75
15-06-2011,91,98,91,80.170395,5103376,93.900002
16-06-2011,96,99.650002,93.900002,83.372078,6478255,97.650002
17-06-2011,98.300003,99.449997,95.25,81.920662,2050218,95.949997
18-06-2011,95,98.199997,94,83.201317,3207866,97.449997
19-06-2011,97.599998,98.5,95.800003,82.347549,2762874,96.449997
20-06-2011,97.25,104.199997,96,85.165047,8504353,99.75
21-06-2011,100,102.449997,96.150002,85.46386,6610405,100.099998
22-06-2011,100,105.900002,98.25,88.964371,8356289,104.199997
23-06-2011,103,112.449997,103,93.916321,14924227,110
24-06-2011,107.949997,114.199997,105.099998,91.739166,9366215,107.449997
25-06-2011,108.5,110.300003,98.25,84.567413,5959070,99.050003
26-06-2011,98.050003,104.300003,96.199997,86.061508,6715147,100.800003
27-06-2011,102.800003,103.699997,93.050003,80.597282,3534711,94.400002
28-06-2011,95.949997,96.400002,90.099998,79.060478,3364853,92.599998
29-06-2011,94.800003,95.5,91.5,80.597282,1950677,94.400002
30-06-2011,95.449997,96.800003,92.099998,79.273926,1902176,92.849998
01-07-2011,92.5,93.400002,85.150002,75.09037,3711589,87.949997
02-07-2011,88.75,94.550003,88,78.54821,3183360,92
03-07-2011,90,91,83.5,72.102127,2657546,84.449997
04-07-2011,85,85,67.800003,62.795891,3866029,73.550003
05-07-2011,70,70,58.849998,50.885578,2856504,59.599998
06-07-2011,65,71.550003,63.599998,60.49065,2174635,70.849998
07-07-2011,72.800003,75.5,66.199997,57.971985,3517206,67.900002
08-07-2011,71.400002,74.800003,69.5,63.05201,2372379,73.849998
09-07-2011,71,77,67.199997,64.033867,1215909,75
10-07-2011,77,88.800003,76,74.364647,8298090,87.099998
11-07-2011,86.5,86.75,79,68.089333,3357370,79.75
12-07-2011,81,83.25,76.5,68.046646,2329984,79.699997
13-07-2011,83,83,78,67.107498,1137816,78.599998
14-07-2011,80,82.5,80,68.985809,991016,80.800003
15-07-2011,80.099998,81.949997,78.099998,68.473549,752929,80.199997
16-07-2011,78.150002,82.900002,74.099998,68.729683,1140909,80.5
17-07-2011,80.099998,83.699997,75.900002,65.229149,1338862,76.400002
18-07-2011,77,77.25,68.800003,58.996536,2779062,69.099998
19-07-2011,69.099998,70.900002,63.150002,55.58139,1286372,65.099998
20-07-2011,66.5,68,61,55.709457,1633916,65.25
21-07-2011,68,71,65.550003,57.971985,2065644,67.900002
22-07-2011,69.800003,71.699997,69.050003,60.874866,1232623,71.300003
23-07-2011,70,76,68.699997,64.546127,1788839,75.599998
24-07-2011,79,80.099998,75,65.015724,1064003,76.150002
25-07-2011,77.199997,78.449997,72.5,62.75317,1068354,73.5
26-07-2011,74.400002,74.400002,68.800003,59.679565,823157,69.900002
27-07-2011,71.25,73.099998,70.5,61.344425,471492,71.849998
28-07-2011,69.25,74.650002,69.099998,62.923943,1320306,73.699997
29-07-2011,74,74.150002,70.25,60.447964,850451,70.800003
30-07-2011,71.150002,72.849998,71.050003,60.917549,386446,71.349998
31-07-2011,72.400002,74.199997,70.5,60.704105,776759,71.099998
01-08-2011,72.849998,75.449997,70.199997,63.905792,1639526,74.849998
02-08-2011,73,74.699997,70,60.447964,1324149,70.800003
03-08-2011,66.099998,70.900002,66.099998,58.057365,451730,68
04-08-2011,68.25,68.75,62.200001,53.532314,1234245,62.700001
05-08-2011,62.049999,64.400002,61.099998,53.873825,581896,63.099998
06-08-2011,61.099998,61.5,57.599998,51.61129,866163,60.450001
07-08-2011,58.299999,63.150002,55.5,53.318863,836937,62.450001
08-08-2011,61.599998,68.5,60.599998,58.185436,3765375,68.150002
09-08-2011,70,73.5,68,58.612328,1186734,68.650002
10-08-2011,66,66.949997,63,54.087269,612023,63.349998
11-08-2011,63.950001,64.5,60.099998,51.739361,1473450,60.599998
12-08-2011,57,58.5,56,48.196156,1392026,56.450001
13-08-2011,57,58,53.799999,47.982712,1050809,56.200001
14-08-2011,59.5,60.900002,54.099998,46.616653,694119,54.599998
15-08-2011,55.799999,55.799999,50,43.50034,622944,50.950001
16-08-2011,52.900002,56.900002,51.549999,47.641197,1196735,55.799999
17-08-2011,55.799999,57.849998,54.5,48.494976,1341874,56.799999
18-08-2011,56.650002,59.099998,53,49.391445,1242348,57.849998
19-08-2011,59,63.5,58,51.952793,1712353,60.849998
20-08-2011,59.900002,60,55.5,47.940014,1891348,56.150002
21-08-2011,56.900002,59.400002,56.25,50.245239,806758,58.849998
22-08-2011,60.5,61.5,57.150002,49.306072,2420175,57.75
23-08-2011,58.950001,58.950001,56.349998,48.66573,396887,57
24-08-2011,56.599998,58,56.299999,48.66573,485165,57
25-08-2011,57,61.599998,56.099998,51.952793,1389734,60.849998
26-08-2011,61.450001,61.599998,59,50.757515,2060535,59.450001
27-08-2011,59.200001,61.400002,59.200001,51.227085,591069,60
28-08-2011,60.5,63,60.099998,52.294312,1343129,61.25
29-08-2011,61.950001,64.5,61,53.105415,1635861,62.200001
30-08-2011,61.849998,66.449997,60.25,55.666763,2634879,65.199997
31-08-2011,66.300003,68.300003,65.5,57.331646,2229924,67.150002
01-09-2011,68.699997,69.400002,62.549999,55.28257,2580514,64.75
02-09-2011,65.349998,67.800003,64.300003,55.624081,1832194,65.150002
03-09-2011,65.5,69.900002,65,58.612328,3610054,68.650002
04-09-2011,70.099998,71.099998,68.099998,58.825775,3023601,68.900002
05-09-2011,69.699997,69.900002,65.050003,55.922905,2320760,65.5
06-09-2011,67.300003,68.199997,66,57.459717,1544738,67.300003
07-09-2011,68,68,66.400002,57.331646,749822,67.150002
08-09-2011,67.050003,69.949997,66.099998,59.295353,1709023,69.449997
09-09-2011,70.199997,71.25,68.050003,58.39888,1670461,68.400002
10-09-2011,69,70.25,68.25,58.953842,926678,69.050003
11-09-2011,69.5,69.599998,66.25,56.819382,1744495,66.550003
12-09-2011,67,71.199997,66.050003,59.893002,2674843,70.150002
13-09-2011,70.300003,73.25,68.800003,60.661415,4267662,71.050003
14-09-2011,70.300003,71.349998,68.25,58.56963,1967037,68.599998
15-09-2011,67.949997,70.400002,66.25,57.246284,1220471,67.050003
16-09-2011,66.550003,67.5,64,56.605934,1172230,66.300003
17-09-2011,67,68.400002,65.25,56.008286,840705,65.599998
18-09-2011,68,68,65,55.965595,439672,65.550003
19-09-2011,67.400002,67.400002,66.300003,57.032829,585473,66.800003
20-09-2011,67.150002,69.199997,67,58.697704,840898,68.75
21-09-2011,72,73.449997,68.099998,61.984783,2062203,72.599998
22-09-2011,72,74.650002,72,62.966629,2355336,73.75
23-09-2011,73.050003,73.050003,69.5,59.594185,962174,69.800003
24-09-2011,71.400002,71.400002,66.5,57.118206,1128259,66.900002
25-09-2011,65.5,68.25,63.400002,56.52055,864087,66.199997
26-09-2011,67,67.800003,64.599998,55.538704,907519,65.050003
27-09-2011,66.300003,66.5,65,56.093662,610398,65.699997
28-09-2011,66.5,67.849998,64.699997,55.538704,724318,65.050003
29-09-2011,66.550003,66.550003,63.25,54.386093,503861,63.700001
30-09-2011,65.25,65.900002,62,53.27618,545119,62.400002
01-10-2011,61.900002,61.950001,60.200001,52.635834,486742,61.650002
02-10-2011,62.349998,63.400002,60,51.65398,727623,60.5
03-10-2011,60.599998,61.900002,59.599998,52.635834,463071,61.650002
04-10-2011,59.599998,63.25,59.599998,52.166252,516059,61.099998
05-10-2011,59.5,59.900002,57,50.458675,499623,59.099998
06-10-2011,59.5,70.949997,58,52.251629,1247724,61.200001
07-10-2011,61.900002,62.5,60.799999,53.020046,642363,62.099998
08-10-2011,60.150002,62.349998,58,52.891979,429015,61.950001
09-10-2011,62,63,60,51.397846,436216,60.200001
10-10-2011,61.150002,63.5,61.099998,53.959206,845602,63.200001
11-10-2011,62.5,64,60.349998,52.080875,877117,61
12-10-2011,61.799999,62.799999,61.200001,52.422398,562281,61.400002
13-10-2011,61,61,59,50.757515,491118,59.450001
14-10-2011,59.900002,61.400002,58.299999,51.099022,970155,59.849998
15-10-2011,57,59.700001,55.75,48.068092,1234925,56.299999
16-10-2011,56,57.299999,53.099998,45.93362,545433,53.799999
17-10-2011,53.25,57,51.049999,48.366905,417143,56.650002
18-10-2011,57.5,58.400002,56.549999,48.537659,364765,56.849998
19-10-2011,55.799999,57.950001,54.849998,48.324223,723757,56.599998
20-10-2011,57.799999,58.299999,54.400002,47.598499,805788,55.75
21-10-2011,56.950001,56.950001,54.5,47.086231,764935,55.150002
22-10-2011,54.400002,57.400002,51.599998,48.409595,700742,56.700001
23-10-2011,60.950001,60.950001,54.25,48.068092,400159,56.299999
24-10-2011,57,61.049999,55.75,48.153461,232006,56.400002
25-10-2011,57.799999,59.849998,56.650002,50.245239,350648,58.849998
26-10-2011,57.799999,60.700001,57.049999,51.227085,537920,60
27-10-2011,60.200001,62.599998,60.200001,52.891979,751252,61.950001
28-10-2011,62,62.099998,60.049999,51.483227,248652,60.299999
29-10-2011,60.900002,61.25,57.150002,49.178001,208581,57.599998
30-10-2011,58,58,56.599998,48.45229,178434,56.75
31-10-2011,57.099998,57.099998,56.049999,48.068092,231978,56.299999
01-11-2011,56.799999,57,53,45.59211,404805,53.400002
02-11-2011,55.25,58.75,54.799999,48.921871,938924,57.299999
03-11-2011,58.200001,62.700001,57.299999,49.903725,1617379,58.450001
04-11-2011,59.950001,59.950001,56.5,49.391445,279661,57.849998
05-11-2011,57.849998,59.5,57.549999,50.287926,321709,58.900002
06-11-2011,59.900002,61.400002,59.5,51.14172,601194,59.900002
07-11-2011,60.900002,61.450001,57.700001,49.56221,398992,58.049999
08-11-2011,57.25,60.849998,57.150002,50.33062,726300,58.950001
09-11-2011,59.799999,61,58.650002,50.970959,808681,59.700001
10-11-2011,58.900002,59.900002,57.849998,50.415993,382910,59.049999
11-11-2011,60,60.549999,59.150002,51.269779,556582,60.049999
12-11-2011,60.75,60.75,57.900002,49.818348,415455,58.349998
13-11-2011,57.900002,61.450001,57.049999,51.61129,526849,60.450001
14-11-2011,60.799999,65.150002,60.799999,54.215343,1540675,63.5
15-11-2011,64,64.699997,61,53.105415,817540,62.200001
16-11-2011,63.700001,63.849998,60.25,51.696674,634948,60.549999
17-11-2011,60.5,61.950001,59.5,51.35516,577126,60.150002
18-11-2011,60.099998,60.799999,59.599998,51.227085,429254,60
19-11-2011,61.900002,65.25,60.099998,54.343407,1603767,63.650002
20-11-2011,64,64.449997,60.75,52.251629,569500,61.200001
21-11-2011,63.349998,66.699997,63.349998,55.11182,2780697,64.550003
22-11-2011,65,65.150002,62.549999,53.703064,663200,62.900002
23-11-2011,63,66.5,62.450001,55.410645,1874225,64.900002
24-11-2011,65.099998,65.400002,63.549999,55.069118,606490,64.5
25-11-2011,65.25,67.199997,64.550003,56.52055,1840321,66.199997
26-11-2011,66.699997,66.699997,63.200001,54.001892,945444,63.25
27-11-2011,62.150002,63.799999,61.950001,53.703064,524133,62.900002
28-11-2011,63.900002,64.599998,61.200001,52.635834,389222,61.650002
29-11-2011,61,62.450001,60.799999,52.891979,569981,61.950001
30-11-2011,62.099998,64.550003,61.5,52.934658,1270047,62
01-12-2011,62.5,63.200001,60.5,51.995499,1956201,60.900002
02-12-2011,62,64,61.799999,53.148102,589295,62.25
03-12-2011,62.200001,65.800003,61.049999,54.983742,2174492,64.400002
04-12-2011,66.5,67,63.900002,54.855679,2521871,64.25
05-12-2011,64.400002,64.900002,59.150002,50.928265,8608398,59.650002
06-12-2011,57.950001,60.700001,55,50.970959,2277176,59.700001
07-12-2011,60.5,62,59.650002,51.14172,1446377,59.900002
08-12-2011,59,60.200001,58.5,50.287926,876747,58.900002
09-12-2011,59,59.400002,57.900002,50.117168,1197649,58.700001
10-12-2011,58,59.5,56.650002,50.415993,1795796,59.049999
11-12-2011,59.799999,59.799999,57.799999,49.519524,609841,58
12-12-2011,58,58,53.5,48.227707,1307603,56
13-12-2011,54,54.299999,52.099998,46.505283,541078,54
14-12-2011,54.900002,55.200001,53.150002,46.419163,737618,53.900002
15-12-2011,52,53.599998,48.5,45.21347,1294769,52.5
16-12-2011,54,54.75,53,46.333042,637679,53.799999
17-12-2011,54.5,57.799999,53.799999,48.873615,1178296,56.75
18-12-2011,55.25,57,55.099998,47.84016,636701,55.549999
